treatment_variant,treatment_role,treatment_family,outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
baseline,core,headline,accounting_bank_balance_sheet_qoq,2,-44.068909602057225,16.277255281798418,-75.97232995438212,-12.165489249732328,90,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_bank_balance_sheet_qoq,3,-28.696201360512823,21.2174749281419,-70.28245221967094,12.890049498645304,89,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_bank_balance_sheet_qoq,4,-41.06637675193981,21.88310419519333,-83.95726097451873,1.8245074706391122,88,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_bank_balance_sheet_qoq,5,-29.275603564577146,22.80351140630927,-73.9704859209433,15.419278791789019,87,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_bank_balance_sheet_qoq,6,-41.292265600710564,26.238901214151063,-92.72051198044664,10.135980779025516,86,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_bank_balance_sheet_qoq,7,-20.548957085978387,27.101423545204955,-73.6677472345801,32.569833062623324,85,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_bank_balance_sheet_qoq,8,-38.196772444276945,27.18612822503924,-91.48158376535386,15.088038876799963,84,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,0,44.25298739106782,17.91758899461282,9.13451296162669,79.37146182050896,91,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,1,34.098232376807246,31.36273244683265,-27.372723218984746,95.56918797259924,90,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,2,35.34366518574228,45.83332372682406,-54.489649318832875,125.17697969031744,89,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,3,16.925725274966688,42.5782015275016,-66.52754971893646,100.37900026886982,88,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,4,19.84686499619064,33.39625665787548,-45.60979805324531,85.30352804562659,87,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,5,20.006164852375193,28.160189363785044,-35.187806300643494,75.20013600539389,86,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,6,50.93872292433582,28.57530886334513,-5.068882447820627,106.94632829649227,85,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,7,55.402306258227824,33.18690774228389,-9.644032916648598,120.44864543310425,84,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_public_liquidity_qoq,8,67.44567080413596,36.39311140642386,-3.8848275524548086,138.77616916072674,83,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,0,-88.48626992626153,24.393641008189945,-136.29780630231383,-40.67473355020923,92,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,1,-84.7544712039797,45.59553745417894,-174.12172461417043,4.612782206211008,91,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,2,-101.47610949143979,64.92078368087395,-228.72084550595275,25.768626523073166,90,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,3,-60.29852322526166,63.80862503790051,-185.36342829954668,64.76638184902335,89,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,4,-58.54164299528435,53.08002574199129,-162.57849344958728,45.49520745901859,88,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,5,-96.88611367849758,54.84599652395963,-204.38426686545844,10.612039508463283,87,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,6,-164.73074360286859,56.328906557221146,-275.135400455022,-54.32608675071515,86,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,7,-175.60831401159953,65.27329727567086,-303.5439766719144,-47.67265135128466,85,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_external_flow_qoq,8,-183.95499745372663,70.34607208873,-321.8332987476374,-46.07669615981584,84,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,0,-65.03773830060437,15.613096137202154,-95.6394067295206,-34.436069871688154,91,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,1,-83.55130148086025,34.46337169373859,-151.09951000058788,-16.003092961132623,90,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,2,-117.61410941792504,40.60364850329981,-197.19726048439264,-38.030958351457414,89,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,3,-86.13835218668801,42.37189807801763,-169.18727241960255,-3.089431953773456,88,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,4,-91.50872100732244,36.92114023157932,-163.8741558612179,-19.14328615342697,87,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,5,-114.11981176791451,36.0920153662743,-184.86016188581215,-43.37946165001688,86,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,6,-162.8226776457021,38.486620365526655,-238.25645356213434,-87.38890172926986,85,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,7,-156.3215613708605,48.14349908066974,-250.6828195689732,-61.960303172747814,84,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_total_qoq,8,-167.02611592089917,56.071301101274074,-276.92586607939637,-57.12636576240199,83,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,0,-0.641483087652235,0.922911243524295,-2.4503891249598535,1.1674229496553832,91,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,1,-2.56764787432439,1.6208877340336512,-5.744587833030346,0.6092920843815666,90,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,2,-3.6092931948144695,2.6671430786630363,-8.83689362899402,1.6183072393650813,89,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,3,-1.0294474489911591,2.7402328223436903,-6.400303780784792,4.341408882802473,88,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,4,-2.534574523609713,2.687431442485769,-7.80194015088182,2.732791103662394,87,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,5,-1.5779476572899658,3.465512090759047,-8.370351355177698,5.214456040597766,86,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,6,-1.930544175944168,3.805424194704382,-9.389175597564757,5.528087245676421,85,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,7,-0.22732076952482094,4.83323557724488,-9.700462500924786,9.245820961875143,84,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,accounting_identity_gap_qoq,8,-1.728467544265366,4.114124897945523,-9.79215234423859,6.335217255707858,83,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,0,-14.361312827632876,5.346581169933267,-24.84061192070208,-3.8820137345636727,119,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,1,-16.059645508791995,6.610266419263587,-29.015767690548625,-3.103523327035365,118,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,2,-28.061312668871658,8.376515106535408,-44.47928227768105,-11.64334306006226,117,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,3,-15.436018730398068,13.967395033019509,-42.81211299511631,11.940075534320169,116,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,4,-23.7266209046791,18.357054361780644,-59.70644745376916,12.253205644410965,115,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,5,-18.10633579096514,25.10022450385742,-67.30277581852567,31.0901042365954,114,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,6,-21.620042010328014,28.812923060183998,-78.09337120828866,34.853287187632624,113,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,7,-6.782359421050984,31.984165663949764,-69.47132412239252,55.90660528029055,112,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_source_qoq,8,-17.516864309908087,33.777073927193335,-83.71992920720702,48.68620058739084,111,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,0,-3.978042275219278,2.059968682069893,-8.015580892076269,0.059496341637712113,119,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,1,-2.8935524836688646,3.477198064430388,-9.708860689952425,3.921755722614696,118,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,2,-4.252697957577334,4.927504407646077,-13.910606596563644,5.405210681408976,117,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,3,-1.9161427420397015,6.968328502547211,-15.574066607032234,11.741781122952831,116,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,4,-2.7723501785221565,9.742659941859554,-21.867963664566883,16.32326330752257,115,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,5,1.3751145428450222,13.1080084548082,-24.31658202857905,27.066811114269093,114,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,6,4.5849297882173765,15.869023186745315,-26.51835565780344,35.68821523423819,113,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,7,8.079094322923499,17.576230730196055,-26.37031790826077,42.528506554107764,112,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_mortgages_qoq,8,6.643857080006978,19.70033795679215,-31.968805315305634,45.25651947531959,111,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,0,-4.727049310636028,2.0861980177621144,-8.815997425449773,-0.6381011958222835,119,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,1,-7.303482537870657,3.178816914792057,-13.53396369086309,-1.0730013848782258,118,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,2,-7.5959349612566305,3.732369718719466,-14.911379609946785,-0.28049031256647705,117,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,3,-6.349775817981893,4.449132763548283,-15.070076034536527,2.3705243985727407,116,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,4,-9.050428927665745,5.399794509873013,-19.63402616701685,1.53316831168536,115,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,5,-7.4340687965255885,6.279277196055922,-19.741452100795193,4.873314507744018,114,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,6,-7.023285146782763,6.125275003363749,-19.02882415337571,4.982253859810184,113,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,7,-5.171787858973913,6.603574287591319,-18.114793462652898,7.771217744705073,112,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_consumer_credit_qoq,8,-7.191490548742362,6.382903732070525,-19.70198186360059,5.319000766115867,111,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,0,-3.0570197270342403,5.662204476086389,-14.154940500163562,8.040901046095083,119,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,1,-3.3807175717467874,7.944511148946434,-18.9519594236818,12.190524280188223,118,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,2,-11.45240611872982,7.99471939829949,-27.122056139396822,4.217243901937181,117,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,3,-7.906797941166435,8.541827491824296,-24.648779825142057,8.835183942809188,116,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,4,-12.188680634789879,9.823259937200394,-31.44227011170265,7.064908842122893,115,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,5,-11.66369303646767,11.008775359169402,-33.2408927404397,9.913506667504357,114,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,6,-17.241069910569017,11.71011503174898,-40.19289537279702,5.710755551658984,113,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,7,-12.447163649794241,12.929401210705096,-37.788790022776226,12.894462723187747,112,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_di_loans_nec_qoq,8,-16.82313368312014,13.207213150034928,-42.7092714571886,9.063004090948318,111,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
baseline,core,headline,strict_loan_other_advances_qoq,0,0.15295182331822602,0.08233193282024996,-0.008418765009463897,0.3143224116459159,119,sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
